depth_ft,weight_on_bit_klb,torque_ftlb,rpm,anhydrite_pct,calcite_pct,chlorite_pct,epidote_pct,hematite_pct,quartz_pct,h2s_shakers_ppm,h2s_rig_floor_ppm,h2s_pits_ppm,hardness_index,soft_to_hard_ratio,chlorite_likely_imputed,rop_per_wob,rop_per_rpm,rop_per_torque,high_wob,high_rpm,high_torque,aggressive_drilling,mse_simplified,quartz_x_wob,rpm_x_torque,hardness_x_wob,depth_bin,rop_ft_hr
7064.0,59.9,18.026,60.02,0.0,2.0,2.0,0.0,2.0,50.0,0.0,0.0,100.0,3.72,0.07690828686791001,1,1.0619262226673343,1.0598034316175244,3.5273896651142156,0,0,1,0,59.91700330850228,2995.0,1081.9205200000001,222.828,13.0,63.62
2840.0,29.88,4.5139,1.04,5.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.925,0.6993006993006993,1,1.625627300100368,46.27619047619048,10.740732553769979,0,0,0,0,29.880096593744856,298.8,4.694456,27.639,5.0,48.59
8810.0,55.13,2.2201,28.87,0.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,100.0,4.25,0.03332777870354941,1,0.7444686253173739,1.4213988919667588,18.407246311824583,0,0,0,0,55.13156099091574,3307.8,64.094287,234.3025,17.0,41.05
4237.0,64.16,15.9682,99.12,0.0,0.0,5.0,0.0,5.0,10.0,10.0,0.0,0.0,1.1,0.3331112591605596,0,1.696275518154901,1.0980530616362352,6.812406904407255,1,1,0,0,64.17453948175638,641.5999999999999,1582.767984,70.57600000000001,8.0,108.85
4483.0,54.53,12.3542,99.12,0.0,0.0,5.0,5.0,5.0,40.0,0.0,0.0,20.0,3.525,0.09998000399920016,0,1.1186285295196186,0.6154544537476041,4.934407402015496,0,1,0,0,54.5500679826942,2181.2,1224.5483040000001,192.21825,8.0,61.01
370.0,5.17,1.3497,33.1,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,28.324324324324326,4.431289640591967,107.90615576965507,0,0,0,0,5.170304471273768,25.85,44.67507,2.068,0.0,146.72
3034.0,64.81,11.1077,98.14,0.0,0.0,2.0,0.0,0.0,5.0,40.0,0.0,0.0,0.4,0.3992015968063872,1,2.028386300524529,1.339582272032603,11.826187071066856,1,1,0,0,64.81829043788882,324.05,1090.109678,25.924000000000003,5.0,131.48
4120.0,62.94,16.219,98.35,10.0,0.0,5.0,0.0,0.0,10.0,10.0,0.0,0.0,1.175,1.4985014985014986,0,2.1423351866560765,1.371085807238715,8.309815761907695,0,1,0,0,62.95182723103729,629.4,1595.13865,73.9545,8.0,134.86
5551.0,65.59,11.4322,84.53,0.0,5.0,2.0,0.0,0.0,70.0,0.0,0.0,50.0,5.1,0.09998571632623911,1,1.223780487804878,0.9496096522356281,7.016133261086155,1,0,0,0,65.60203591812181,4591.3,966.363866,334.509,10.0,80.28
5764.0,64.84,11.5502,75.55,0.0,10.0,2.0,0.0,0.0,50.0,0.0,0.0,20.0,3.85,0.23995200959808038,1,0.9014649190439474,0.7736897829539439,5.057005934153389,1,0,0,0,64.8549241937746,3242.0,872.61761,249.63400000000001,11.0,58.46
4692.0,84.45,13.8441,99.15,0.0,20.0,5.0,5.0,20.0,30.0,0.0,0.0,100.0,4.25,0.45446282494091983,0,0.7266161496566421,0.6188987494957643,4.429735601735227,1,1,0,0,84.47236302565983,2533.5,1372.642515,358.9125,9.0,61.37
1818.0,11.43,11.3437,97.14,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.75,0.1998001998001998,1,60.97027972027972,7.1796191456510545,61.43371764270678,0,0,0,0,11.431579801032242,114.3,1101.927018,8.5725,3.0,697.5
5053.0,50.05,6.3135,50.04,0.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,100.0,3.55,0.03999200159968007,1,3.089292848581702,3.08991008991009,24.456392820431724,0,0,0,0,50.0520427230053,2502.5,315.92754,177.67749999999998,9.0,154.65
427.0,8.46,1.3497,31.21,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,45.44273907910271,12.328635490070466,283.0771493711848,0,0,0,0,8.460109438925983,42.300000000000004,42.124137,3.3840000000000003,0.0,384.9
6028.0,55.06,11.1446,61.71,0.0,2.0,2.0,0.0,0.0,60.0,0.0,0.0,100.0,4.31,0.06665555740709882,1,3.4708552751044124,3.096889176928062,17.13553152959317,0,0,0,0,55.06359787217369,3303.6000000000004,687.7332660000001,237.30859999999998,11.0,191.14
6185.0,59.75,10.6504,59.75,0.0,5.0,2.0,2.0,2.0,50.0,0.0,0.0,100.0,3.94,0.12960562858729865,1,0.9769076305220884,0.9769076305220884,5.47634235113129,0,0,0,0,59.76089846549067,2987.5,636.3614,235.415,12.0,58.38
2740.0,53.52,15.1274,98.23,5.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.575,1.3972055888223553,1,2.318886605641696,1.263538273615635,8.20021932432254,0,1,0,0,53.53197007009828,267.6,1485.964502,30.774,5.0,124.13
9045.0,55.72,17.9523,67.07,0.0,0.0,2.0,0.0,0.0,60.0,0.0,100.0,0.0,4.25,0.03332777870354941,1,2.8959267898797774,2.405933214072749,8.984929546884306,0,0,1,0,55.727460103847584,3343.2,1204.060761,236.81,17.0,161.39
9353.0,71.04,22.149,60.76,0.0,0.0,2.0,0.0,0.0,70.0,0.0,0.0,100.0,4.95,0.0285673475217826,1,3.6097114707952143,4.220338983050848,11.574078252628729,1,0,1,0,71.04524708842796,4972.8,1345.77324,351.648,18.0,256.47
8478.0,70.1,18.2326,71.02,0.0,0.0,2.0,0.0,0.0,75.0,0.0,0.0,0.0,5.3,0.026663111585121982,1,2.5585508486663815,2.525411797831902,9.833028186771621,1,0,1,0,70.10721823542004,5257.5,1294.879252,371.53,16.0,179.38
